@RELATION goodreads_nlp
	@ATTRIBUTE text  string
	@ATTRIBUTE class        {art,music,science,history,religion,romance,travel,fiction}
@DATA
"Love Is a Mix Tape (Hardcover)",music
"No One Here Gets Out Alive (Paperback)",music
"Rip it Up and Start Again (Hardcover)",music
"The Dirt: Confessions of the World's Most Notorious Rock Band (Paperback)",music
"Scar Tissue (Paperback)",music
"What to Listen for in Music (Paperback)",music
"If I Stay (If I Stay, #1)",music
"Born to Run (Hardcover)",music
"A Visit from the Goon Squad (Hardcover)",music
"Miles: The Autobiography (Paperback)",music
"Psychotic Reactions and Carburetor Dung (Paperback)",music
"Songbook (Paperback)",music
"Where She Went (If I Stay, #2)",music
"Cash (Paperback)",music
"Hammer of the Gods (Mass Market Paperback)",music
"Nick & Norah's Infinite Playlist (Hardcover)",music
"Lick (Stage Dive, #1)",music
"Clapton: The Autobiography (Hardcover)",music
"The Beatles Anthology (Hardcover)",music
"Journals (Hardcover)",music
"Girls to the Front: The True Story of the Riot Grrrl Revolution (Paperback)",music
"Autobiography (Paperback)",music
"The Long Hard Road Out of Hell (Paperback)",music
"England's Dreaming: Anarchy, Sex Pistols, Punk Rock, and Beyond (Paperback)",music
"The Heroin Diaries: A Year In The Life Of A Shattered Rock Star (Hardcover)",music
"I'm with the Band: Confessions of a Groupie (Paperback)",music
"Killing Yourself to Live: 85% of a True Story (Paperback)",music
"I Am Ozzy (Hardcover)",music
"Clothes, Clothes, Clothes. Music, Music, Music. Boys, Boys, Boys (Paperback)",music
"This Song Will Save Your Life (Hardcover)",music
"Touching from a Distance: Ian Curtis and Joy Division (Paperback)",music
"Lords of Chaos: The Bloody Rise of the Satanic Metal Underground (Paperback)",music
"Revolution In The Head: The Beatles Records and the Sixties (Paperback)",music
"Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota (Paperback)",music
"Can't Stop Won't Stop: A History of the Hip-Hop Generation (Paperback)",music
"Get in the Van: On the Road With Black Flag (Paperback)",music
"Play (Stage Dive, #2)",music
"The Beatles: The Biography (Paperback)",music
"Musicophilia: Tales of Music and the Brain (Hardcover)",music
"This Is Your Brain on Music: The Science of a Human Obsession (Hardcover)",music
"Just Kids (Hardcover)",music
"The Rest Is Noise: Listening to the Twentieth Century (Hardcover)",music
"Life (Hardcover)",music
"Please Kill Me: The Uncensored Oral History of Punk (Paperback)",music
"Chronicles: Volume One (Paperback)",music
"How Music Works (Hardcover)",music
"High Fidelity (Kindle Edition)",music
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991 (Paperback)",music
"Hunger Makes Me a Modern Girl (Hardcover)",music
"Girl in a Band (Hardcover)",music
"Love Is a Mix Tape (Hardcover)",music
"No One Here Gets Out Alive (Paperback)",music
"Rip it Up and Start Again (Hardcover)",music
"The Dirt: Confessions of the World's Most Notorious Rock Band (Paperback)",music
"Scar Tissue (Paperback)",music
"What to Listen for in Music (Paperback)",music
"If I Stay (If I Stay, #1)",music
"Born to Run (Hardcover)",music
"A Visit from the Goon Squad (Hardcover)",music
"Miles: The Autobiography (Paperback)",music
"Psychotic Reactions and Carburetor Dung (Paperback)",music
"Songbook (Paperback)",music
"Where She Went (If I Stay, #2)",music
"Cash (Paperback)",music
"Hammer of the Gods (Mass Market Paperback)",music
"Nick & Norah's Infinite Playlist (Hardcover)",music
"Lick (Stage Dive, #1)",music
"Clapton: The Autobiography (Hardcover)",music
"The Beatles Anthology (Hardcover)",music
"Journals (Hardcover)",music
"Girls to the Front: The True Story of the Riot Grrrl Revolution (Paperback)",music
"Autobiography (Paperback)",music
"The Long Hard Road Out of Hell (Paperback)",music
"England's Dreaming: Anarchy, Sex Pistols, Punk Rock, and Beyond (Paperback)",music
"The Heroin Diaries: A Year In The Life Of A Shattered Rock Star (Hardcover)",music
"I'm with the Band: Confessions of a Groupie (Paperback)",music
"Killing Yourself to Live: 85% of a True Story (Paperback)",music
"I Am Ozzy (Hardcover)",music
"Clothes, Clothes, Clothes. Music, Music, Music. Boys, Boys, Boys (Paperback)",music
"This Song Will Save Your Life (Hardcover)",music
"Touching from a Distance: Ian Curtis and Joy Division (Paperback)",music
"Lords of Chaos: The Bloody Rise of the Satanic Metal Underground (Paperback)",music
"Revolution In The Head: The Beatles Records and the Sixties (Paperback)",music
"Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota (Paperback)",music
"Can't Stop Won't Stop: A History of the Hip-Hop Generation (Paperback)",music
"Get in the Van: On the Road With Black Flag (Paperback)",music
"Play (Stage Dive, #2)",music
"The Beatles: The Biography (Paperback)",music
"Musicophilia: Tales of Music and the Brain (Hardcover)",music
"This Is Your Brain on Music: The Science of a Human Obsession (Hardcover)",music
"Just Kids (Hardcover)",music
"The Rest Is Noise: Listening to the Twentieth Century (Hardcover)",music
"Life (Hardcover)",music
"Please Kill Me: The Uncensored Oral History of Punk (Paperback)",music
"Chronicles: Volume One (Paperback)",music
"How Music Works (Hardcover)",music
"High Fidelity (Kindle Edition)",music
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991 (Paperback)",music
"Hunger Makes Me a Modern Girl (Hardcover)",music
"Girl in a Band (Hardcover)",music
"Love Is a Mix Tape (Hardcover)",music
"No One Here Gets Out Alive (Paperback)",music
"Rip it Up and Start Again (Hardcover)",music
"The Dirt: Confessions of the World's Most Notorious Rock Band (Paperback)",music
"Scar Tissue (Paperback)",music
"What to Listen for in Music (Paperback)",music
"If I Stay (If I Stay, #1)",music
"Born to Run (Hardcover)",music
"A Visit from the Goon Squad (Hardcover)",music
"Miles: The Autobiography (Paperback)",music
"Psychotic Reactions and Carburetor Dung (Paperback)",music
"Songbook (Paperback)",music
"Where She Went (If I Stay, #2)",music
"Cash (Paperback)",music
"Hammer of the Gods (Mass Market Paperback)",music
"Nick & Norah's Infinite Playlist (Hardcover)",music
"Lick (Stage Dive, #1)",music
"Clapton: The Autobiography (Hardcover)",music
"The Beatles Anthology (Hardcover)",music
"Journals (Hardcover)",music
"Girls to the Front: The True Story of the Riot Grrrl Revolution (Paperback)",music
"Autobiography (Paperback)",music
"The Long Hard Road Out of Hell (Paperback)",music
"England's Dreaming: Anarchy, Sex Pistols, Punk Rock, and Beyond (Paperback)",music
"The Heroin Diaries: A Year In The Life Of A Shattered Rock Star (Hardcover)",music
"I'm with the Band: Confessions of a Groupie (Paperback)",music
"Killing Yourself to Live: 85% of a True Story (Paperback)",music
"I Am Ozzy (Hardcover)",music
"Clothes, Clothes, Clothes. Music, Music, Music. Boys, Boys, Boys (Paperback)",music
"This Song Will Save Your Life (Hardcover)",music
"Touching from a Distance: Ian Curtis and Joy Division (Paperback)",music
"Lords of Chaos: The Bloody Rise of the Satanic Metal Underground (Paperback)",music
"Revolution In The Head: The Beatles Records and the Sixties (Paperback)",music
"Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota (Paperback)",music
"Can't Stop Won't Stop: A History of the Hip-Hop Generation (Paperback)",music
"Get in the Van: On the Road With Black Flag (Paperback)",music
"Play (Stage Dive, #2)",music
"The Beatles: The Biography (Paperback)",music
"Musicophilia: Tales of Music and the Brain (Hardcover)",music
"This Is Your Brain on Music: The Science of a Human Obsession (Hardcover)",music
"Just Kids (Hardcover)",music
"The Rest Is Noise: Listening to the Twentieth Century (Hardcover)",music
"Life (Hardcover)",music
"Please Kill Me: The Uncensored Oral History of Punk (Paperback)",music
"Chronicles: Volume One (Paperback)",music
"How Music Works (Hardcover)",music
"High Fidelity (Kindle Edition)",music
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991 (Paperback)",music
"Hunger Makes Me a Modern Girl (Hardcover)",music
"Girl in a Band (Hardcover)",music
"Love Is a Mix Tape (Hardcover)",music
"No One Here Gets Out Alive (Paperback)",music
"Rip it Up and Start Again (Hardcover)",music
"The Dirt: Confessions of the World's Most Notorious Rock Band (Paperback)",music
"Scar Tissue (Paperback)",music
"What to Listen for in Music (Paperback)",music
"If I Stay (If I Stay, #1)",music
"Born to Run (Hardcover)",music
"A Visit from the Goon Squad (Hardcover)",music
"Miles: The Autobiography (Paperback)",music
"Psychotic Reactions and Carburetor Dung (Paperback)",music
"Songbook (Paperback)",music
"Where She Went (If I Stay, #2)",music
"Cash (Paperback)",music
"Hammer of the Gods (Mass Market Paperback)",music
"Nick & Norah's Infinite Playlist (Hardcover)",music
"Lick (Stage Dive, #1)",music
"Clapton: The Autobiography (Hardcover)",music
"The Beatles Anthology (Hardcover)",music
"Journals (Hardcover)",music
"Girls to the Front: The True Story of the Riot Grrrl Revolution (Paperback)",music
"Autobiography (Paperback)",music
"The Long Hard Road Out of Hell (Paperback)",music
"England's Dreaming: Anarchy, Sex Pistols, Punk Rock, and Beyond (Paperback)",music
"The Heroin Diaries: A Year In The Life Of A Shattered Rock Star (Hardcover)",music
"I'm with the Band: Confessions of a Groupie (Paperback)",music
"Killing Yourself to Live: 85% of a True Story (Paperback)",music
"I Am Ozzy (Hardcover)",music
"Clothes, Clothes, Clothes. Music, Music, Music. Boys, Boys, Boys (Paperback)",music
"This Song Will Save Your Life (Hardcover)",music
"Touching from a Distance: Ian Curtis and Joy Division (Paperback)",music
"Lords of Chaos: The Bloody Rise of the Satanic Metal Underground (Paperback)",music
"Revolution In The Head: The Beatles Records and the Sixties (Paperback)",music
"Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota (Paperback)",music
"Can't Stop Won't Stop: A History of the Hip-Hop Generation (Paperback)",music
"Get in the Van: On the Road With Black Flag (Paperback)",music
"Play (Stage Dive, #2)",music
"The Beatles: The Biography (Paperback)",music
"Musicophilia: Tales of Music and the Brain (Hardcover)",music
"This Is Your Brain on Music: The Science of a Human Obsession (Hardcover)",music
"Just Kids (Hardcover)",music
"The Rest Is Noise: Listening to the Twentieth Century (Hardcover)",music
"Life (Hardcover)",music
"Please Kill Me: The Uncensored Oral History of Punk (Paperback)",music
"Chronicles: Volume One (Paperback)",music
"How Music Works (Hardcover)",music
"High Fidelity (Kindle Edition)",music
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991 (Paperback)",music
"Hunger Makes Me a Modern Girl (Hardcover)",music
"Girl in a Band (Hardcover)",music
"Love Is a Mix Tape (Hardcover)",music
"No One Here Gets Out Alive (Paperback)",music
"Rip it Up and Start Again (Hardcover)",music
"The Dirt: Confessions of the World's Most Notorious Rock Band (Paperback)",music
"Scar Tissue (Paperback)",music
"What to Listen for in Music (Paperback)",music
"If I Stay (If I Stay, #1)",music
"Born to Run (Hardcover)",music
"A Visit from the Goon Squad (Hardcover)",music
"Miles: The Autobiography (Paperback)",music
"Psychotic Reactions and Carburetor Dung (Paperback)",music
"Songbook (Paperback)",music
"Where She Went (If I Stay, #2)",music
"Cash (Paperback)",music
"Hammer of the Gods (Mass Market Paperback)",music
"Nick & Norah's Infinite Playlist (Hardcover)",music
"Lick (Stage Dive, #1)",music
"Clapton: The Autobiography (Hardcover)",music
"The Beatles Anthology (Hardcover)",music
"Journals (Hardcover)",music
"Girls to the Front: The True Story of the Riot Grrrl Revolution (Paperback)",music
"Autobiography (Paperback)",music
"The Long Hard Road Out of Hell (Paperback)",music
"England's Dreaming: Anarchy, Sex Pistols, Punk Rock, and Beyond (Paperback)",music
"The Heroin Diaries: A Year In The Life Of A Shattered Rock Star (Hardcover)",music
"I'm with the Band: Confessions of a Groupie (Paperback)",music
